mission_key,source_record,mission_date,mission_id_raw,record_lon,record_lat,record_x,record_y,record_n_bombs,recorded_tonnage_t,known_tonnage_t,imputed_weapon_count,imputed_weapon_fraction,n_raw_rows,record_mission_id
CACTA6669|1966-07-17|M0055,CACTA6669,1966-07-17,M0055,106.87402219999998,16.81603957,2558.21636774101,10679.112941125195,10,1.3970644996000001,1.3970644996000001,0,0.0,2,1113
CACTA6669|1966-07-26|M0034,CACTA6669,1966-07-26,M0034,106.88204569999999,16.86837723,3412.6697078424477,16498.79520557296,11,1.89193377527,1.89193377527,0,0.0,2,1322
CACTA6669|1967-09-30|ME017,CACTA6669,1967-09-30,ME017,106.89662830000002,16.82486857,4965.626806035186,11660.852948469852,6,1.36077711,1.36077711,0,0.0,1,4503
CACTA6669|1966-10-28|MX012,CACTA6669,1966-10-28,MX012,106.8659236090909,16.833939668181817,1695.7663082428276,12669.51304538276,11,2.494758035,2.494758035,0,0.0,3,2360
CACTA6669|1966-09-09|ME051,CACTA6669,1966-09-09,ME051,106.85241760000001,16.81352444,257.45951206185885,10399.443245273378,6,1.36077711,1.36077711,0,0.0,1,1724
CACTA6669|1969-07-16|ME305,CACTA6669,1969-07-16,ME305,106.9042423,16.83564168,5776.470917897798,12858.768124653483,7,1.587573295,1.587573295,0,0.0,1,7616
CACTA6669|1967-03-27|ME050,CACTA6669,1967-03-27,ME050,106.90655359999998,16.87899426,6022.610134567878,17679.355077605906,17,2.0048782754000003,2.0048782754000003,0,0.0,1,3657
CACTA6669|1966-09-27|ME045,CACTA6669,1966-09-27,ME045,106.96258110000001,16.85135724,11989.19385894017,14606.25866603168,6,1.36077711,1.36077711,0,0.0,1,1884
CACTA6669|1967-05-03|ME005,CACTA6669,1967-05-03,ME005,106.9368332,16.81093928,9247.201068315519,10111.986568709057,4,0.90718474,0.90718474,0,0.0,1,3845
CACTA6669|1969-06-02|ME519,CACTA6669,1969-06-02,ME519,106.8905815,16.877335000000002,4321.679843122894,17494.853783622017,18,4.08233133,4.08233133,0,0.0,2,7389
CACTA6669|1967-09-20|ME029,CACTA6669,1967-09-20,ME029,106.8674928,16.72392678,1862.875476751088,436.63801404937186,16,5.798724858080001,5.798724858080001,0,0.0,1,4456
CACTA6669|1966-07-23|M0028,CACTA6669,1966-07-23,M0028,106.8887405,16.88096651,4125.624680273222,17898.659271680797,20,2.358680324,2.358680324,0,0.0,1,1265
CACTA6669|1967-03-01|ME032,CACTA6669,1967-03-01,ME032,106.9420582,16.86329945,9803.63139199403,15934.171830955684,12,2.72155422,2.72155422,0,0.0,1,3332
CACTA6669|1968-02-01|ME011,CACTA6669,1968-02-01,ME011,106.87663229999998,16.79523198,2836.1759443575893,8365.414497425092,5,1.1339809250000001,1.1339809250000001,0,0.0,1,5025
CACTA6669|1968-02-02|MX035,CACTA6669,1968-02-02,MX035,106.91810249999999,16.72075213,7252.496864736466,83.63304017741464,12,2.72155422,2.72155422,0,0.0,1,5037
CACTA6669|1969-09-17|ME526,CACTA6669,1969-09-17,ME526,106.8733328,16.84134783,2484.799513168267,13493.263055326526,6,1.36077711,1.36077711,0,0.0,1,7982
CACTA6669|1968-05-13|ME337,CACTA6669,1968-05-13,ME337,106.9358767,16.80914106,9145.339708583846,9912.033627718529,24,2.89754805956,2.89754805956,0,0.0,3,5880
CACTA6669|1969-05-31|ME342,CACTA6669,1969-05-31,ME342,106.9147541,16.85452002,6895.912884677982,14957.943756124583,19,2.5673328142000003,2.5673328142000003,0,0.0,2,7383
CACTA6669|1969-01-06|MX002,CACTA6669,1969-01-06,MX002,106.9083942,16.87536263,6218.622699883338,17275.53624615601,10,2.2679618500000003,2.2679618500000003,0,0.0,1,6827
CACTA6669|1966-07-29|M0016,CACTA6669,1966-07-29,M0016,106.89799,16.867326600000002,5110.639470484151,16381.970479792588,4,1.01786127828,1.01786127828,0,0.0,1,1385
